"REF_DATE","GEO","DGUID","Immigrant status","Labour force characteristics","Sex","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2007","Canada","2016A000011124","Total population","Employment","Males","55 years and over","Persons","249","thousands","3","v53040087","1.1.3.2.4","1403.2","","","","1"
"2007","Canada","2016A000011124","Total population","Employment","Females","15 years and over","Persons","249","thousands","3","v53040088","1.1.3.3.1","7878.2","","","","1"
"2007","Canada","2016A000011124","Total population","Employment","Females","15 to 24 years","Persons","249","thousands","3","v53040089","1.1.3.3.2","1303.1","","","","1"
"2007","Canada","2016A000011124","Total population","Employment","Females","25 to 54 years","Persons","249","thousands","3","v53040090","1.1.3.3.3","5518.2","","","","1"
"2007","Canada","2016A000011124","Total population","Employment","Females","55 years and over","Persons","249","thousands","3","v53040091","1.1.3.3.4","1056.9","","","","1"
"2007","Canada","2016A000011124","Total population","Full-time employment","Both sexes","15 years and over","Persons","249","thousands","3","v53040092","1.1.4.1.1","13664.9","","","","1"
"2007","Canada","2016A000011124","Total population","Full-time employment","Both sexes","15 to 24 years","Persons","249","thousands","3","v53040093","1.1.4.1.2","1454.6","","","","1"
"2007","Canada","2016A000011124","Total population","Full-time employment","Both sexes","25 to 54 years","Persons","249","thousands","3","v53040094","1.1.4.1.3","10292.6","","","","1"
"2007","Canada","2016A000011124","Total population","Full-time employment","Both sexes","55 years and over","Persons","249","thousands","3","v53040095","1.1.4.1.4","1917.7","","","","1"
"2007","Canada","2016A000011124","Total population","Full-time employment","Males","15 years and over","Persons","249","thousands","3","v53040096","1.1.4.2.1","7854.4","","","","1"
"2007","Canada","2016A000011124","Total population","Full-time employment","Males","15 to 24 years","Persons","249","thousands","3","v53040097","1.1.4.2.2","837.6","","","","1"
"2007","Canada","2016A000011124","Total population","Full-time employment","Males","25 to 54 years","Persons","249","thousands","3","v53040098","1.1.4.2.3","5820.8","","","","1"
"2007","Canada","2016A000011124","Total population","Full-time employment","Males","55 years and over","Persons","249","thousands","3","v53040099","1.1.4.2.4","1195.9","","","","1"
"2007","Canada","2016A000011124","Total population","Full-time employment","Females","15 years and over","Persons","249","thousands","3","v53040100","1.1.4.3.1","5810.5","","","","1"
"2007","Canada","2016A000011124","Total population","Full-time employment","Females","15 to 24 years","Persons","249","thousands","3","v53040101","1.1.4.3.2","617.0","","","","1"
"2007","Canada","2016A000011124","Total population","Full-time employment","Females","25 to 54 years","Persons","249","thousands","3","v53040102","1.1.4.3.3","4471.7","","","","1"
"2007","Canada","2016A000011124","Total population","Full-time employment","Females","55 years and over","Persons","249","thousands","3","v53040103","1.1.4.3.4","721.8","","","","1"
"2007","Canada","2016A000011124","Total population","Part-time employment","Both sexes","15 years and over","Persons","249","thousands","3","v53040104","1.1.5.1.1","3054.2","","","","1"
"2007","Canada","2016A000011124","Total population","Part-time employment","Both sexes","15 to 24 years","Persons","249","thousands","3","v53040105","1.1.5.1.2","1182.3","","","","1"
"2007","Canada","2016A000011124","Total population","Part-time employment","Both sexes","25 to 54 years","Persons","249","thousands","3","v53040106","1.1.5.1.3","1329.5","","","","1"
"2007","Canada","2016A000011124","Total population","Part-time employment","Both sexes","55 years and over","Persons","249","thousands","3","v53040107","1.1.5.1.4","542.4","","","","1"
"2007","Canada","2016A000011124","Total population","Part-time employment","Males","15 years and over","Persons","249","thousands","3","v53040108","1.1.5.2.1","986.5","","","","1"
"2007","Canada","2016A000011124","Total population","Part-time employment","Males","15 to 24 years","Persons","249","thousands","3","v53040109","1.1.5.2.2","496.1","","","","1"
"2007","Canada","2016A000011124","Total population","Part-time employment","Males","25 to 54 years","Persons","249","thousands","3","v53040110","1.1.5.2.3","283.1","","","","1"
"2007","Canada","2016A000011124","Total population","Part-time employment","Males","55 years and over","Persons","249","thousands","3","v53040111","1.1.5.2.4","207.3","","","","1"
"2007","Canada","2016A000011124","Total population","Part-time employment","Females","15 years and over","Persons","249","thousands","3","v53040112","1.1.5.3.1","2067.7","","","","1"
"2007","Canada","2016A000011124","Total population","Part-time employment","Females","15 to 24 years","Persons","249","thousands","3","v53040113","1.1.5.3.2","686.1","","","","1"
"2007","Canada","2016A000011124","Total population","Part-time employment","Females","25 to 54 years","Persons","249","thousands","3","v53040114","1.1.5.3.3","1046.4","","","","1"
"2007","Canada","2016A000011124","Total population","Part-time employment","Females","55 years and over","Persons","249","thousands","3","v53040115","1.1.5.3.4","335.1","","","","1"
"2007","Canada","2016A000011124","Total population","Unemployment","Both sexes","15 years and over","Persons","249","thousands","3","v53040116","1.1.6.1.1","1080.9","","","","1"
"2007","Canada","2016A000011124","Total population","Unemployment","Both sexes","15 to 24 years","Persons","249","thousands","3","v53040117","1.1.6.1.2","323.8","","","","1"
"2007","Canada","2016A000011124","Total population","Unemployment","Both sexes","25 to 54 years","Persons","249","thousands","3","v53040118","1.1.6.1.3","629.1","","","","1"
"2007","Canada","2016A000011124","Total population","Unemployment","Both sexes","55 years and over","Persons","249","thousands","3","v53040119","1.1.6.1.4","128.1","","","","1"
"2007","Canada","2016A000011124","Total population","Unemployment","Males","15 years and over","Persons","249","thousands","3","v53040120","1.1.6.2.1","602.6","","","","1"
"2007","Canada","2016A000011124","Total population","Unemployment","Males","15 to 24 years","Persons","249","thousands","3","v53040121","1.1.6.2.2","182.9","","","","1"
"2007","Canada","2016A000011124","Total population","Unemployment","Males","25 to 54 years","Persons","249","thousands","3","v53040122","1.1.6.2.3","346.3","","","","1"
"2007","Canada","2016A000011124","Total population","Unemployment","Males","55 years and over","Persons","249","thousands","3","v53040123","1.1.6.2.4","73.5","","","","1"
"2007","Canada","2016A000011124","Total population","Unemployment","Females","15 years and over","Persons","249","thousands","3","v53040124","1.1.6.3.1","478.4","","","","1"
"2007","Canada","2016A000011124","Total population","Unemployment","Females","15 to 24 years","Persons","249","thousands","3","v53040125","1.1.6.3.2","141.0","","","","1"
"2007","Canada","2016A000011124","Total population","Unemployment","Females","25 to 54 years","Persons","249","thousands","3","v53040126","1.1.6.3.3","282.8","","","","1"
"2007","Canada","2016A000011124","Total population","Unemployment","Females","55 years and over","Persons","249","thousands","3","v53040127","1.1.6.3.4","54.6","","","","1"
"2007","Canada","2016A000011124","Total population","Not in labour force","Both sexes","15 years and over","Persons","249","thousands","3","v53040128","1.1.7.1.1","8669.2","","","","1"
"2007","Canada","2016A000011124","Total population","Not in labour force","Both sexes","15 to 24 years","Persons","249","thousands","3","v53040129","1.1.7.1.2","1417.2","","","","1"
"2007","Canada","2016A000011124","Total population","Not in labour force","Both sexes","25 to 54 years","Persons","249","thousands","3","v53040130","1.1.7.1.3","1938.0","","","","1"
"2007","Canada","2016A000011124","Total population","Not in labour force","Both sexes","55 years and over","Persons","249","thousands","3","v53040131","1.1.7.1.4","5314.1","","","","1"
"2007","Canada","2016A000011124","Total population","Not in labour force","Males","15 years and over","Persons","249","thousands","3","v53040132","1.1.7.2.1","3577.3","","","","1"
"2007","Canada","2016A000011124","Total population","Not in labour force","Males","15 to 24 years","Persons","249","thousands","3","v53040133","1.1.7.2.2","714.2","","","","1"
"2007","Canada","2016A000011124","Total population","Not in labour force","Males","25 to 54 years","Persons","249","thousands","3","v53040134","1.1.7.2.3","637.3","","","","1"
"2007","Canada","2016A000011124","Total population","Not in labour force","Males","55 years and over","Persons","249","thousands","3","v53040135","1.1.7.2.4","2225.7","","","","1"
"2007","Canada","2016A000011124","Total population","Not in labour force","Females","15 years and over","Persons","249","thousands","3","v53040136","1.1.7.3.1","5092.0","","","","1"
"2007","Canada","2016A000011124","Total population","Not in labour force","Females","15 to 24 years","Persons","249","thousands","3","v53040137","1.1.7.3.2","703.0","","","","1"
"2007","Canada","2016A000011124","Total population","Not in labour force","Females","25 to 54 years","Persons","249","thousands","3","v53040138","1.1.7.3.3","1300.6","","","","1"
"2007","Canada","2016A000011124","Total population","Not in labour force","Females","55 years and over","Persons","249","thousands","3","v53040139","1.1.7.3.4","3088.3","","","","1"
"2007","Canada","2016A000011124","Total population","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v53040140","1.1.8.1.1","6.1","","","","1"
"2007","Canada","2016A000011124","Total population","Unemployment rate","Both sexes","15 to 24 years","Percentage","242","units","0","v53040141","1.1.8.1.2","10.9","","","","1"
"2007","Canada","2016A000011124","Total population","Unemployment rate","Both sexes","25 to 54 years","Percentage","242","units","0","v53040142","1.1.8.1.3","5.1","","","","1"
"2007","Canada","2016A000011124","Total population","Unemployment rate","Both sexes","55 years and over","Percentage","242","units","0","v53040143","1.1.8.1.4","4.9","","","","1"
"2007","Canada","2016A000011124","Total population","Unemployment rate","Males","15 years and over","Percentage","242","units","0","v53040144","1.1.8.2.1","6.4","","","","1"
"2007","Canada","2016A000011124","Total population","Unemployment rate","Males","15 to 24 years","Percentage","242","units","0","v53040145","1.1.8.2.2","12.1","","","","1"
"2007","Canada","2016A000011124","Total population","Unemployment rate","Males","25 to 54 years","Percentage","242","units","0","v53040146","1.1.8.2.3","5.4","","","","1"
"2007","Canada","2016A000011124","Total population","Unemployment rate","Males","55 years and over","Percentage","242","units","0","v53040147","1.1.8.2.4","5.0","","","","1"
"2007","Canada","2016A000011124","Total population","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v53040148","1.1.8.3.1","5.7","","","","1"
"2007","Canada","2016A000011124","Total population","Unemployment rate","Females","15 to 24 years","Percentage","242","units","0","v53040149","1.1.8.3.2","9.8","","","","1"
"2007","Canada","2016A000011124","Total population","Unemployment rate","Females","25 to 54 years","Percentage","242","units","0","v53040150","1.1.8.3.3","4.9","","","","1"
"2007","Canada","2016A000011124","Total population","Unemployment rate","Females","55 years and over","Percentage","242","units","0","v53040151","1.1.8.3.4","4.9","","","","1"
"2007","Canada","2016A000011124","Total population","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v53040152","1.1.9.1.1","67.2","","","","1"
"2007","Canada","2016A000011124","Total population","Participation rate","Both sexes","15 to 24 years","Percentage","242","units","0","v53040153","1.1.9.1.2","67.6","","","","1"
"2007","Canada","2016A000011124","Total population","Participation rate","Both sexes","25 to 54 years","Percentage","242","units","0","v53040154","1.1.9.1.3","86.3","","","","1"
"2007","Canada","2016A000011124","Total population","Participation rate","Both sexes","55 years and over","Percentage","242","units","0","v53040155","1.1.9.1.4","32.8","","","","1"
"2007","Canada","2016A000011124","Total population","Participation rate","Males","15 years and over","Percentage","242","units","0","v53040156","1.1.9.2.1","72.5","","","","1"
"2007","Canada","2016A000011124","Total population","Participation rate","Males","15 to 24 years","Percentage","242","units","0","v53040157","1.1.9.2.2","68.0","","","","1"
"2007","Canada","2016A000011124","Total population","Participation rate","Males","25 to 54 years","Percentage","242","units","0","v53040158","1.1.9.2.3","91.0","","","","1"
"2007","Canada","2016A000011124","Total population","Participation rate","Males","55 years and over","Percentage","242","units","0","v53040159","1.1.9.2.4","39.9","","","","1"
"2007","Canada","2016A000011124","Total population","Participation rate","Females","15 years and over","Percentage","242","units","0","v53040160","1.1.9.3.1","62.1","","","","1"
"2007","Canada","2016A000011124","Total population","Participation rate","Females","15 to 24 years","Percentage","242","units","0","v53040161","1.1.9.3.2","67.3","","","","1"
"2007","Canada","2016A000011124","Total population","Participation rate","Females","25 to 54 years","Percentage","242","units","0","v53040162","1.1.9.3.3","81.7","","","","1"
"2007","Canada","2016A000011124","Total population","Participation rate","Females","55 years and over","Percentage","242","units","0","v53040163","1.1.9.3.4","26.5","","","","1"
"2007","Canada","2016A000011124","Total population","Employment rate","Both sexes","15 years and over","Percentage","242","units","0","v53040164","1.1.10.1.1","63.2","","","","1"
"2007","Canada","2016A000011124","Total population","Employment rate","Both sexes","15 to 24 years","Percentage","242","units","0","v53040165","1.1.10.1.2","60.2","","","","1"
"2007","Canada","2016A000011124","Total population","Employment rate","Both sexes","25 to 54 years","Percentage","242","units","0","v53040166","1.1.10.1.3","81.9","","","","1"
"2007","Canada","2016A000011124","Total population","Employment rate","Both sexes","55 years and over","Percentage","242","units","0","v53040167","1.1.10.1.4","31.1","","","","1"
"2007","Canada","2016A000011124","Total population","Employment rate","Males","15 years and over","Percentage","242","units","0","v53040168","1.1.10.2.1","67.9","","","","1"
"2007","Canada","2016A000011124","Total population","Employment rate","Males","15 to 24 years","Percentage","242","units","0","v53040169","1.1.10.2.2","59.8","","","","1"
"2007","Canada","2016A000011124","Total population","Employment rate","Males","25 to 54 years","Percentage","242","units","0","v53040170","1.1.10.2.3","86.1","","","","1"
"2007","Canada","2016A000011124","Total population","Employment rate","Males","55 years and over","Percentage","242","units","0","v53040171","1.1.10.2.4","37.9","","","","1"
"2007","Canada","2016A000011124","Total population","Employment rate","Females","15 years and over","Percentage","242","units","0","v53040172","1.1.10.3.1","58.6","","","","1"
"2007","Canada","2016A000011124","Total population","Employment rate","Females","15 to 24 years","Percentage","242","units","0","v53040173","1.1.10.3.2","60.7","","","","1"
"2007","Canada","2016A000011124","Total population","Employment rate","Females","25 to 54 years","Percentage","242","units","0","v53040174","1.1.10.3.3","77.7","","","","1"
"2007","Canada","2016A000011124","Total population","Employment rate","Females","55 years and over","Percentage","242","units","0","v53040175","1.1.10.3.4","25.2","","","","1"
"2007","Canada","2016A000011124","Landed immigrants","Population","Both sexes","15 years and over","Persons","249","thousands","3","v53040176","1.2.1.1.1","5874.0","","","","1"
"2007","Canada","2016A000011124","Landed immigrants","Population","Both sexes","15 to 24 years","Persons","249","thousands","3","v53040177","1.2.1.1.2","533.2","","","","1"
"2007","Canada","2016A000011124","Landed immigrants","Population","Both sexes","25 to 54 years","Persons","249","thousands","3","v53040178","1.2.1.1.3","3115.3","","","","1"
"2007","Canada","2016A000011124","Landed immigrants","Population","Both sexes","55 years and over","Persons","249","thousands","3","v53040179","1.2.1.1.4","2225.5","","","","1"
"2007","Canada","2016A000011124","Landed immigrants","Population","Males","15 years and over","Persons","249","thousands","3","v53040180","1.2.1.2.1","2830.3","","","","1"
"2007","Canada","2016A000011124","Landed immigrants","Population","Males","15 to 24 years","Persons","249","thousands","3","v53040181","1.2.1.2.2","271.1","","","","1"
"2007","Canada","2016A000011124","Landed immigrants","Population","Males","25 to 54 years","Persons","249","thousands","3","v53040182","1.2.1.2.3","1497.6","","","","1"
"2007","Canada","2016A000011124","Landed immigrants","Population","Males","55 years and over","Persons","249","thousands","3","v53040183","1.2.1.2.4","1061.6","","","","1"
"2007","Canada","2016A000011124","Landed immigrants","Population","Females","15 years and over","Persons","249","thousands","3","v53040184","1.2.1.3.1","3043.7","","","","1"
"2007","Canada","2016A000011124","Landed immigrants","Population","Females","15 to 24 years","Persons","249","thousands","3","v53040185","1.2.1.3.2","262.1","","","","1"
"2007","Canada","2016A000011124","Landed immigrants","Population","Females","25 to 54 years","Persons","249","thousands","3","v53040186","1.2.1.3.3","1617.7","","","","1"
"2007","Canada","2016A000011124","Landed immigrants","Population","Females","55 years and over","Persons","249","thousands","3","v53040187","1.2.1.3.4","1163.9","","","","1"
"2007","Canada","2016A000011124","Landed immigrants","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v53040188","1.2.2.1.1","3641.3","","","","1"
"2007","Canada","2016A000011124","Landed immigrants","Labour force","Both sexes","15 to 24 years","Persons","249","thousands","3","v53040189","1.2.2.1.2","308.6","","","","1"
"2007","Canada","2016A000011124","Landed immigrants","Labour force","Both sexes","25 to 54 years","Persons","249","thousands","3","v53040190","1.2.2.1.3","2593.9","","","","1"
"2007","Canada","2016A000011124","Landed immigrants","Labour force","Both sexes","55 years and over","Persons","249","thousands","3","v53040191","1.2.2.1.4","738.8","","","","1"
"2007","Canada","2016A000011124","Landed immigrants","Labour force","Males","15 years and over","Persons","249","thousands","3","v53040192","1.2.2.2.1","1953.0","","","","1"
"2007","Canada","2016A000011124","Landed immigrants","Labour force","Males","15 to 24 years","Persons","249","thousands","3","v53040193","1.2.2.2.2","163.9","","","","1"
"2007","Canada","2016A000011124","Landed immigrants","Labour force","Males","25 to 54 years","Persons","249","thousands","3","v53040194","1.2.2.2.3","1361.7","","","","1"
"2007","Canada","2016A000011124","Landed immigrants","Labour force","Males","55 years and over","Persons","249","thousands","3","v53040195","1.2.2.2.4","427.4","","","","1"
"2007","Canada","2016A000011124","Landed immigrants","Labour force","Females","15 years and over","Persons","249","thousands","3","v53040196","1.2.2.3.1","1688.3","","","","1"
"2007","Canada","2016A000011124","Landed immigrants","Labour force","Females","15 to 24 years","Persons","249","thousands","3","v53040197","1.2.2.3.2","144.7","","","","1"
"2007","Canada","2016A000011124","Landed immigrants","Labour force","Females","25 to 54 years","Persons","249","thousands","3","v53040198","1.2.2.3.3","1232.2","","","","1"
"2007","Canada","2016A000011124","Landed immigrants","Labour force","Females","55 years and over","Persons","249","thousands","3","v53040199","1.2.2.3.4","311.4","","","","1"
"2007","Canada","2016A000011124","Landed immigrants","Employment","Both sexes","15 years and over","Persons","249","thousands","3","v53040200","1.2.3.1.1","3383.1","","","","1"
"2007","Canada","2016A000011124","Landed immigrants","Employment","Both sexes","15 to 24 years","Persons","249","thousands","3","v53040201","1.2.3.1.2","264.0","","","","1"
"2007","Canada","2016A000011124","Landed immigrants","Employment","Both sexes","25 to 54 years","Persons","249","thousands","3","v53040202","1.2.3.1.3","2419.6","","","","1"
"2007","Canada","2016A000011124","Landed immigrants","Employment","Both sexes","55 years and over","Persons","249","thousands","3","v53040203","1.2.3.1.4","699.5","","","","1"
"2007","Canada","2016A000011124","Landed immigrants","Employment","Males","15 years and over","Persons","249","thousands","3","v53040204","1.2.3.2.1","1822.4","","","","1"
"2007","Canada","2016A000011124","Landed immigrants","Employment","Males","15 to 24 years","Persons","249","thousands","3","v53040205","1.2.3.2.2","140.8","","","","1"
"2007","Canada","2016A000011124","Landed immigrants","Employment","Males","25 to 54 years","Persons","249","thousands","3","v53040206","1.2.3.2.3","1275.5","","","","1"
"2007","Canada","2016A000011124","Landed immigrants","Employment","Males","55 years and over","Persons","249","thousands","3","v53040207","1.2.3.2.4","406.1","","","","1"
"2007","Canada","2016A000011124","Landed immigrants","Employment","Females","15 years and over","Persons","249","thousands","3","v53040208","1.2.3.3.1","1560.7","","","","1"
"2007","Canada","2016A000011124","Landed immigrants","Employment","Females","15 to 24 years","Persons","249","thousands","3","v53040209","1.2.3.3.2","123.2","","","","1"
"2007","Canada","2016A000011124","Landed immigrants","Employment","Females","25 to 54 years","Persons","249","thousands","3","v53040210","1.2.3.3.3","1144.2","","","","1"
"2007","Canada","2016A000011124","Landed immigrants","Employment","Females","55 years and over","Persons","249","thousands","3","v53040211","1.2.3.3.4","293.3","","","","1"
"2007","Canada","2016A000011124","Landed immigrants","Full-time employment","Both sexes","15 years and over","Persons","249","thousands","3","v53040212","1.2.4.1.1","2880.6","","","","1"
"2007","Canada","2016A000011124","Landed immigrants","Full-time employment","Both sexes","15 to 24 years","Persons","249","thousands","3","v53040213","1.2.4.1.2","145.0","","","","1"
"2007","Canada","2016A000011124","Landed immigrants","Full-time employment","Both sexes","25 to 54 years","Persons","249","thousands","3","v53040214","1.2.4.1.3","2168.0","","","","1"
"2007","Canada","2016A000011124","Landed immigrants","Full-time employment","Both sexes","55 years and over","Persons","249","thousands","3","v53040215","1.2.4.1.4","567.6","","","","1"
"2007","Canada","2016A000011124","Landed immigrants","Full-time employment","Males","15 years and over","Persons","249","thousands","3","v53040216","1.2.4.2.1","1652.6","","","","1"
"2007","Canada","2016A000011124","Landed immigrants","Full-time employment","Males","15 to 24 years","Persons","249","thousands","3","v53040217","1.2.4.2.2","87.7","","","","1"
"2007","Canada","2016A000011124","Landed immigrants","Full-time employment","Males","25 to 54 years","Persons","249","thousands","3","v53040218","1.2.4.2.3","1207.6","","","","1"
"2007","Canada","2016A000011124","Landed immigrants","Full-time employment","Males","55 years and over","Persons","249","thousands","3","v53040219","1.2.4.2.4","357.3","","","","1"
"2007","Canada","2016A000011124","Landed immigrants","Full-time employment","Females","15 years and over","Persons","249","thousands","3","v53040220","1.2.4.3.1","1228.0","","","","1"
"2007","Canada","2016A000011124","Landed immigrants","Full-time employment","Females","15 to 24 years","Persons","249","thousands","3","v53040221","1.2.4.3.2","57.3","","","","1"
"2007","Canada","2016A000011124","Landed immigrants","Full-time employment","Females","25 to 54 years","Persons","249","thousands","3","v53040222","1.2.4.3.3","960.4","","","","1"
"2007","Canada","2016A000011124","Landed immigrants","Full-time employment","Females","55 years and over","Persons","249","thousands","3","v53040223","1.2.4.3.4","210.3","","","","1"
"2007","Canada","2016A000011124","Landed immigrants","Part-time employment","Both sexes","15 years and over","Persons","249","thousands","3","v53040224","1.2.5.1.1","502.5","","","","1"
"2007","Canada","2016A000011124","Landed immigrants","Part-time employment","Both sexes","15 to 24 years","Persons","249","thousands","3","v53040225","1.2.5.1.2","119.0","","","","1"
"2007","Canada","2016A000011124","Landed immigrants","Part-time employment","Both sexes","25 to 54 years","Persons","249","thousands","3","v53040226","1.2.5.1.3","251.6","","","","1"
"2007","Canada","2016A000011124","Landed immigrants","Part-time employment","Both sexes","55 years and over","Persons","249","thousands","3","v53040227","1.2.5.1.4","131.9","","","","1"
"2007","Canada","2016A000011124","Landed immigrants","Part-time employment","Males","15 years and over","Persons","249","thousands","3","v53040228","1.2.5.2.1","169.8","","","","1"
"2007","Canada","2016A000011124","Landed immigrants","Part-time employment","Males","15 to 24 years","Persons","249","thousands","3","v53040229","1.2.5.2.2","53.1","","","","1"
"2007","Canada","2016A000011124","Landed immigrants","Part-time employment","Males","25 to 54 years","Persons","249","thousands","3","v53040230","1.2.5.2.3","67.9","","","","1"
"2007","Canada","2016A000011124","Landed immigrants","Part-time employment","Males","55 years and over","Persons","249","thousands","3","v53040231","1.2.5.2.4","48.8","","","","1"
"2007","Canada","2016A000011124","Landed immigrants","Part-time employment","Females","15 years and over","Persons","249","thousands","3","v53040232","1.2.5.3.1","332.7","","","","1"
"2007","Canada","2016A000011124","Landed immigrants","Part-time employment","Females","15 to 24 years","Persons","249","thousands","3","v53040233","1.2.5.3.2","65.9","","","","1"
"2007","Canada","2016A000011124","Landed immigrants","Part-time employment","Females","25 to 54 years","Persons","249","thousands","3","v53040234","1.2.5.3.3","183.8","","","","1"
"2007","Canada","2016A000011124","Landed immigrants","Part-time employment","Females","55 years and over","Persons","249","thousands","3","v53040235","1.2.5.3.4","83.1","","","","1"
"2007","Canada","2016A000011124","Landed immigrants","Unemployment","Both sexes","15 years and over","Persons","249","thousands","3","v53040236","1.2.6.1.1","258.2","","","","1"
"2007","Canada","2016A000011124","Landed immigrants","Unemployment","Both sexes","15 to 24 years","Persons","249","thousands","3","v53040237","1.2.6.1.2","44.6","","","","1"
"2007","Canada","2016A000011124","Landed immigrants","Unemployment","Both sexes","25 to 54 years","Persons","249","thousands","3","v53040238","1.2.6.1.3","174.3","","","","1"
"2007","Canada","2016A000011124","Landed immigrants","Unemployment","Both sexes","55 years and over","Persons","249","thousands","3","v53040239","1.2.6.1.4","39.4","","","","1"
"2007","Canada","2016A000011124","Landed immigrants","Unemployment","Males","15 years and over","Persons","249","thousands","3","v53040240","1.2.6.2.1","130.6","","","","1"
"2007","Canada","2016A000011124","Landed immigrants","Unemployment","Males","15 to 24 years","Persons","249","thousands","3","v53040241","1.2.6.2.2","23.1","","","","1"
"2007","Canada","2016A000011124","Landed immigrants","Unemployment","Males","25 to 54 years","Persons","249","thousands","3","v53040242","1.2.6.2.3","86.2","","","","1"
"2007","Canada","2016A000011124","Landed immigrants","Unemployment","Males","55 years and over","Persons","249","thousands","3","v53040243","1.2.6.2.4","21.3","","","","1"
"2007","Canada","2016A000011124","Landed immigrants","Unemployment","Females","15 years and over","Persons","249","thousands","3","v53040244","1.2.6.3.1","127.7","","","","1"
"2007","Canada","2016A000011124","Landed immigrants","Unemployment","Females","15 to 24 years","Persons","249","thousands","3","v53040245","1.2.6.3.2","21.5","","","","1"
"2007","Canada","2016A000011124","Landed immigrants","Unemployment","Females","25 to 54 years","Persons","249","thousands","3","v53040246","1.2.6.3.3","88.0","","","","1"
"2007","Canada","2016A000011124","Landed immigrants","Unemployment","Females","55 years and over","Persons","249","thousands","3","v53040247","1.2.6.3.4","18.1","","","","1"
"2007","Canada","2016A000011124","Landed immigrants","Not in labour force","Both sexes","15 years and over","Persons","249","thousands","3","v53040248","1.2.7.1.1","2232.6","","","","1"
"2007","Canada","2016A000011124","Landed immigrants","Not in labour force","Both sexes","15 to 24 years","Persons","249","thousands","3","v53040249","1.2.7.1.2","224.6","","","","1"
"2007","Canada","2016A000011124","Landed immigrants","Not in labour force","Both sexes","25 to 54 years","Persons","249","thousands","3","v53040250","1.2.7.1.3","521.4","","","","1"
"2007","Canada","2016A000011124","Landed immigrants","Not in labour force","Both sexes","55 years and over","Persons","249","thousands","3","v53040251","1.2.7.1.4","1486.7","","","","1"
"2007","Canada","2016A000011124","Landed immigrants","Not in labour force","Males","15 years and over","Persons","249","thousands","3","v53040252","1.2.7.2.1","877.3","","","","1"
"2007","Canada","2016A000011124","Landed immigrants","Not in labour force","Males","15 to 24 years","Persons","249","thousands","3","v53040253","1.2.7.2.2","107.2","","","","1"
"2007","Canada","2016A000011124","Landed immigrants","Not in labour force","Males","25 to 54 years","Persons","249","thousands","3","v53040254","1.2.7.2.3","135.9","","","","1"
"2007","Canada","2016A000011124","Landed immigrants","Not in labour force","Males","55 years and over","Persons","249","thousands","3","v53040255","1.2.7.2.4","634.2","","","","1"
"2007","Canada","2016A000011124","Landed immigrants","Not in labour force","Females","15 years and over","Persons","249","thousands","3","v53040256","1.2.7.3.1","1355.4","","","","1"
"2007","Canada","2016A000011124","Landed immigrants","Not in labour force","Females","15 to 24 years","Persons","249","thousands","3","v53040257","1.2.7.3.2","117.4","","","","1"
"2007","Canada","2016A000011124","Landed immigrants","Not in labour force","Females","25 to 54 years","Persons","249","thousands","3","v53040258","1.2.7.3.3","385.5","","","","1"
"2007","Canada","2016A000011124","Landed immigrants","Not in labour force","Females","55 years and over","Persons","249","thousands","3","v53040259","1.2.7.3.4","852.5","","","","1"
"2007","Canada","2016A000011124","Landed immigrants","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v53040260","1.2.8.1.1","7.1","","","","1"
"2007","Canada","2016A000011124","Landed immigrants","Unemployment rate","Both sexes","15 to 24 years","Percentage","242","units","0","v53040261","1.2.8.1.2","14.5","","","","1"
"2007","Canada","2016A000011124","Landed immigrants","Unemployment rate","Both sexes","25 to 54 years","Percentage","242","units","0","v53040262","1.2.8.1.3","6.7","","","","1"
"2007","Canada","2016A000011124","Landed immigrants","Unemployment rate","Both sexes","55 years and over","Percentage","242","units","0","v53040263","1.2.8.1.4","5.3","","","","1"
"2007","Canada","2016A000011124","Landed immigrants","Unemployment rate","Males","15 years and over","Percentage","242","units","0","v53040264","1.2.8.2.1","6.7","","","","1"
"2007","Canada","2016A000011124","Landed immigrants","Unemployment rate","Males","15 to 24 years","Percentage","242","units","0","v53040265","1.2.8.2.2","14.1","","","","1"
"2007","Canada","2016A000011124","Landed immigrants","Unemployment rate","Males","25 to 54 years","Percentage","242","units","0","v53040266","1.2.8.2.3","6.3","","","","1"
"2007","Canada","2016A000011124","Landed immigrants","Unemployment rate","Males","55 years and over","Percentage","242","units","0","v53040267","1.2.8.2.4","5.0","","","","1"
"2007","Canada","2016A000011124","Landed immigrants","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v53040268","1.2.8.3.1","7.6","","","","1"
"2007","Canada","2016A000011124","Landed immigrants","Unemployment rate","Females","15 to 24 years","Percentage","242","units","0","v53040269","1.2.8.3.2","14.9","","","","1"
"2007","Canada","2016A000011124","Landed immigrants","Unemployment rate","Females","25 to 54 years","Percentage","242","units","0","v53040270","1.2.8.3.3","7.1","","","","1"
