"REF_DATE","GEO","DGUID","Immigrant status","Labour force characteristics","Sex","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2014","Canada","2016A000011124","Total population","Not in labour force","Females","55 years and over","Persons","249","thousands","3","v53040139","1.1.7.3.4","3578.7","","","","1"
"2014","Canada","2016A000011124","Total population","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v53040140","1.1.8.1.1","6.9","","","","1"
"2014","Canada","2016A000011124","Total population","Unemployment rate","Both sexes","15 to 24 years","Percentage","242","units","0","v53040141","1.1.8.1.2","13.2","","","","1"
"2014","Canada","2016A000011124","Total population","Unemployment rate","Both sexes","25 to 54 years","Percentage","242","units","0","v53040142","1.1.8.1.3","5.8","","","","1"
"2014","Canada","2016A000011124","Total population","Unemployment rate","Both sexes","55 years and over","Percentage","242","units","0","v53040143","1.1.8.1.4","5.9","","","","1"
"2014","Canada","2016A000011124","Total population","Unemployment rate","Males","15 years and over","Percentage","242","units","0","v53040144","1.1.8.2.1","7.4","","","","1"
"2014","Canada","2016A000011124","Total population","Unemployment rate","Males","15 to 24 years","Percentage","242","units","0","v53040145","1.1.8.2.2","14.7","","","","1"
"2014","Canada","2016A000011124","Total population","Unemployment rate","Males","25 to 54 years","Percentage","242","units","0","v53040146","1.1.8.2.3","6.1","","","","1"
"2014","Canada","2016A000011124","Total population","Unemployment rate","Males","55 years and over","Percentage","242","units","0","v53040147","1.1.8.2.4","6.4","","","","1"
"2014","Canada","2016A000011124","Total population","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v53040148","1.1.8.3.1","6.4","","","","1"
"2014","Canada","2016A000011124","Total population","Unemployment rate","Females","15 to 24 years","Percentage","242","units","0","v53040149","1.1.8.3.2","11.6","","","","1"
"2014","Canada","2016A000011124","Total population","Unemployment rate","Females","25 to 54 years","Percentage","242","units","0","v53040150","1.1.8.3.3","5.6","","","","1"
"2014","Canada","2016A000011124","Total population","Unemployment rate","Females","55 years and over","Percentage","242","units","0","v53040151","1.1.8.3.4","5.2","","","","1"
"2014","Canada","2016A000011124","Total population","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v53040152","1.1.9.1.1","65.9","","","","1"
"2014","Canada","2016A000011124","Total population","Participation rate","Both sexes","15 to 24 years","Percentage","242","units","0","v53040153","1.1.9.1.2","64.9","","","","1"
"2014","Canada","2016A000011124","Total population","Participation rate","Both sexes","25 to 54 years","Percentage","242","units","0","v53040154","1.1.9.1.3","86.0","","","","1"
"2014","Canada","2016A000011124","Total population","Participation rate","Both sexes","55 years and over","Percentage","242","units","0","v53040155","1.1.9.1.4","36.8","","","","1"
"2014","Canada","2016A000011124","Total population","Participation rate","Males","15 years and over","Percentage","242","units","0","v53040156","1.1.9.2.1","70.6","","","","1"
"2014","Canada","2016A000011124","Total population","Participation rate","Males","15 to 24 years","Percentage","242","units","0","v53040157","1.1.9.2.2","64.4","","","","1"
"2014","Canada","2016A000011124","Total population","Participation rate","Males","25 to 54 years","Percentage","242","units","0","v53040158","1.1.9.2.3","90.4","","","","1"
"2014","Canada","2016A000011124","Total population","Participation rate","Males","55 years and over","Percentage","242","units","0","v53040159","1.1.9.2.4","43.1","","","","1"
"2014","Canada","2016A000011124","Total population","Participation rate","Females","15 years and over","Percentage","242","units","0","v53040160","1.1.9.3.1","61.3","","","","1"
"2014","Canada","2016A000011124","Total population","Participation rate","Females","15 to 24 years","Percentage","242","units","0","v53040161","1.1.9.3.2","65.4","","","","1"
"2014","Canada","2016A000011124","Total population","Participation rate","Females","25 to 54 years","Percentage","242","units","0","v53040162","1.1.9.3.3","81.6","","","","1"
"2014","Canada","2016A000011124","Total population","Participation rate","Females","55 years and over","Percentage","242","units","0","v53040163","1.1.9.3.4","31.1","","","","1"
"2014","Canada","2016A000011124","Total population","Employment rate","Both sexes","15 years and over","Percentage","242","units","0","v53040164","1.1.10.1.1","61.3","","","","1"
"2014","Canada","2016A000011124","Total population","Employment rate","Both sexes","15 to 24 years","Percentage","242","units","0","v53040165","1.1.10.1.2","56.3","","","","1"
"2014","Canada","2016A000011124","Total population","Employment rate","Both sexes","25 to 54 years","Percentage","242","units","0","v53040166","1.1.10.1.3","81.0","","","","1"
"2014","Canada","2016A000011124","Total population","Employment rate","Both sexes","55 years and over","Percentage","242","units","0","v53040167","1.1.10.1.4","34.6","","","","1"
"2014","Canada","2016A000011124","Total population","Employment rate","Males","15 years and over","Percentage","242","units","0","v53040168","1.1.10.2.1","65.3","","","","1"
"2014","Canada","2016A000011124","Total population","Employment rate","Males","15 to 24 years","Percentage","242","units","0","v53040169","1.1.10.2.2","54.9","","","","1"
"2014","Canada","2016A000011124","Total population","Employment rate","Males","25 to 54 years","Percentage","242","units","0","v53040170","1.1.10.2.3","84.9","","","","1"
"2014","Canada","2016A000011124","Total population","Employment rate","Males","55 years and over","Percentage","242","units","0","v53040171","1.1.10.2.4","40.4","","","","1"
"2014","Canada","2016A000011124","Total population","Employment rate","Females","15 years and over","Percentage","242","units","0","v53040172","1.1.10.3.1","57.4","","","","1"
"2014","Canada","2016A000011124","Total population","Employment rate","Females","15 to 24 years","Percentage","242","units","0","v53040173","1.1.10.3.2","57.8","","","","1"
"2014","Canada","2016A000011124","Total population","Employment rate","Females","25 to 54 years","Percentage","242","units","0","v53040174","1.1.10.3.3","77.1","","","","1"
"2014","Canada","2016A000011124","Total population","Employment rate","Females","55 years and over","Percentage","242","units","0","v53040175","1.1.10.3.4","29.4","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Population","Both sexes","15 years and over","Persons","249","thousands","3","v53040176","1.2.1.1.1","6835.9","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Population","Both sexes","15 to 24 years","Persons","249","thousands","3","v53040177","1.2.1.1.2","555.7","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Population","Both sexes","25 to 54 years","Persons","249","thousands","3","v53040178","1.2.1.1.3","3574.2","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Population","Both sexes","55 years and over","Persons","249","thousands","3","v53040179","1.2.1.1.4","2706.0","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Population","Males","15 years and over","Persons","249","thousands","3","v53040180","1.2.1.2.1","3268.4","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Population","Males","15 to 24 years","Persons","249","thousands","3","v53040181","1.2.1.2.2","282.8","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Population","Males","25 to 54 years","Persons","249","thousands","3","v53040182","1.2.1.2.3","1694.5","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Population","Males","55 years and over","Persons","249","thousands","3","v53040183","1.2.1.2.4","1291.2","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Population","Females","15 years and over","Persons","249","thousands","3","v53040184","1.2.1.3.1","3567.5","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Population","Females","15 to 24 years","Persons","249","thousands","3","v53040185","1.2.1.3.2","273.0","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Population","Females","25 to 54 years","Persons","249","thousands","3","v53040186","1.2.1.3.3","1879.7","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Population","Females","55 years and over","Persons","249","thousands","3","v53040187","1.2.1.3.4","1414.8","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v53040188","1.2.2.1.1","4200.1","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Labour force","Both sexes","15 to 24 years","Persons","249","thousands","3","v53040189","1.2.2.1.2","301.1","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Labour force","Both sexes","25 to 54 years","Persons","249","thousands","3","v53040190","1.2.2.1.3","2949.6","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Labour force","Both sexes","55 years and over","Persons","249","thousands","3","v53040191","1.2.2.1.4","949.3","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Labour force","Males","15 years and over","Persons","249","thousands","3","v53040192","1.2.2.2.1","2212.0","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Labour force","Males","15 to 24 years","Persons","249","thousands","3","v53040193","1.2.2.2.2","154.2","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Labour force","Males","25 to 54 years","Persons","249","thousands","3","v53040194","1.2.2.2.3","1525.0","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Labour force","Males","55 years and over","Persons","249","thousands","3","v53040195","1.2.2.2.4","532.9","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Labour force","Females","15 years and over","Persons","249","thousands","3","v53040196","1.2.2.3.1","1988.0","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Labour force","Females","15 to 24 years","Persons","249","thousands","3","v53040197","1.2.2.3.2","146.9","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Labour force","Females","25 to 54 years","Persons","249","thousands","3","v53040198","1.2.2.3.3","1424.6","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Labour force","Females","55 years and over","Persons","249","thousands","3","v53040199","1.2.2.3.4","416.5","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Employment","Both sexes","15 years and over","Persons","249","thousands","3","v53040200","1.2.3.1.1","3870.5","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Employment","Both sexes","15 to 24 years","Persons","249","thousands","3","v53040201","1.2.3.1.2","250.5","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Employment","Both sexes","25 to 54 years","Persons","249","thousands","3","v53040202","1.2.3.1.3","2729.1","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Employment","Both sexes","55 years and over","Persons","249","thousands","3","v53040203","1.2.3.1.4","890.8","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Employment","Males","15 years and over","Persons","249","thousands","3","v53040204","1.2.3.2.1","2047.9","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Employment","Males","15 to 24 years","Persons","249","thousands","3","v53040205","1.2.3.2.2","126.2","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Employment","Males","25 to 54 years","Persons","249","thousands","3","v53040206","1.2.3.2.3","1423.4","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Employment","Males","55 years and over","Persons","249","thousands","3","v53040207","1.2.3.2.4","498.3","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Employment","Females","15 years and over","Persons","249","thousands","3","v53040208","1.2.3.3.1","1822.6","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Employment","Females","15 to 24 years","Persons","249","thousands","3","v53040209","1.2.3.3.2","124.4","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Employment","Females","25 to 54 years","Persons","249","thousands","3","v53040210","1.2.3.3.3","1305.7","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Employment","Females","55 years and over","Persons","249","thousands","3","v53040211","1.2.3.3.4","392.5","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Full-time employment","Both sexes","15 years and over","Persons","249","thousands","3","v53040212","1.2.4.1.1","3206.4","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Full-time employment","Both sexes","15 to 24 years","Persons","249","thousands","3","v53040213","1.2.4.1.2","117.9","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Full-time employment","Both sexes","25 to 54 years","Persons","249","thousands","3","v53040214","1.2.4.1.3","2386.0","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Full-time employment","Both sexes","55 years and over","Persons","249","thousands","3","v53040215","1.2.4.1.4","702.6","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Full-time employment","Males","15 years and over","Persons","249","thousands","3","v53040216","1.2.4.2.1","1816.8","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Full-time employment","Males","15 to 24 years","Persons","249","thousands","3","v53040217","1.2.4.2.2","65.3","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Full-time employment","Males","25 to 54 years","Persons","249","thousands","3","v53040218","1.2.4.2.3","1328.4","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Full-time employment","Males","55 years and over","Persons","249","thousands","3","v53040219","1.2.4.2.4","423.0","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Full-time employment","Females","15 years and over","Persons","249","thousands","3","v53040220","1.2.4.3.1","1389.7","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Full-time employment","Females","15 to 24 years","Persons","249","thousands","3","v53040221","1.2.4.3.2","52.6","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Full-time employment","Females","25 to 54 years","Persons","249","thousands","3","v53040222","1.2.4.3.3","1057.5","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Full-time employment","Females","55 years and over","Persons","249","thousands","3","v53040223","1.2.4.3.4","279.6","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Part-time employment","Both sexes","15 years and over","Persons","249","thousands","3","v53040224","1.2.5.1.1","664.1","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Part-time employment","Both sexes","15 to 24 years","Persons","249","thousands","3","v53040225","1.2.5.1.2","132.7","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Part-time employment","Both sexes","25 to 54 years","Persons","249","thousands","3","v53040226","1.2.5.1.3","343.2","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Part-time employment","Both sexes","55 years and over","Persons","249","thousands","3","v53040227","1.2.5.1.4","188.2","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Part-time employment","Males","15 years and over","Persons","249","thousands","3","v53040228","1.2.5.2.1","231.1","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Part-time employment","Males","15 to 24 years","Persons","249","thousands","3","v53040229","1.2.5.2.2","60.9","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Part-time employment","Males","25 to 54 years","Persons","249","thousands","3","v53040230","1.2.5.2.3","95.0","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Part-time employment","Males","55 years and over","Persons","249","thousands","3","v53040231","1.2.5.2.4","75.3","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Part-time employment","Females","15 years and over","Persons","249","thousands","3","v53040232","1.2.5.3.1","433.0","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Part-time employment","Females","15 to 24 years","Persons","249","thousands","3","v53040233","1.2.5.3.2","71.8","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Part-time employment","Females","25 to 54 years","Persons","249","thousands","3","v53040234","1.2.5.3.3","248.2","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Part-time employment","Females","55 years and over","Persons","249","thousands","3","v53040235","1.2.5.3.4","113.0","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Unemployment","Both sexes","15 years and over","Persons","249","thousands","3","v53040236","1.2.6.1.1","329.6","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Unemployment","Both sexes","15 to 24 years","Persons","249","thousands","3","v53040237","1.2.6.1.2","50.6","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Unemployment","Both sexes","25 to 54 years","Persons","249","thousands","3","v53040238","1.2.6.1.3","220.5","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Unemployment","Both sexes","55 years and over","Persons","249","thousands","3","v53040239","1.2.6.1.4","58.5","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Unemployment","Males","15 years and over","Persons","249","thousands","3","v53040240","1.2.6.2.1","164.2","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Unemployment","Males","15 to 24 years","Persons","249","thousands","3","v53040241","1.2.6.2.2","28.0","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Unemployment","Males","25 to 54 years","Persons","249","thousands","3","v53040242","1.2.6.2.3","101.6","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Unemployment","Males","55 years and over","Persons","249","thousands","3","v53040243","1.2.6.2.4","34.6","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Unemployment","Females","15 years and over","Persons","249","thousands","3","v53040244","1.2.6.3.1","165.4","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Unemployment","Females","15 to 24 years","Persons","249","thousands","3","v53040245","1.2.6.3.2","22.6","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Unemployment","Females","25 to 54 years","Persons","249","thousands","3","v53040246","1.2.6.3.3","118.9","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Unemployment","Females","55 years and over","Persons","249","thousands","3","v53040247","1.2.6.3.4","24.0","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Not in labour force","Both sexes","15 years and over","Persons","249","thousands","3","v53040248","1.2.7.1.1","2635.8","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Not in labour force","Both sexes","15 to 24 years","Persons","249","thousands","3","v53040249","1.2.7.1.2","254.6","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Not in labour force","Both sexes","25 to 54 years","Persons","249","thousands","3","v53040250","1.2.7.1.3","624.6","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Not in labour force","Both sexes","55 years and over","Persons","249","thousands","3","v53040251","1.2.7.1.4","1756.6","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Not in labour force","Males","15 years and over","Persons","249","thousands","3","v53040252","1.2.7.2.1","1056.4","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Not in labour force","Males","15 to 24 years","Persons","249","thousands","3","v53040253","1.2.7.2.2","128.6","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Not in labour force","Males","25 to 54 years","Persons","249","thousands","3","v53040254","1.2.7.2.3","169.5","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Not in labour force","Males","55 years and over","Persons","249","thousands","3","v53040255","1.2.7.2.4","758.3","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Not in labour force","Females","15 years and over","Persons","249","thousands","3","v53040256","1.2.7.3.1","1579.5","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Not in labour force","Females","15 to 24 years","Persons","249","thousands","3","v53040257","1.2.7.3.2","126.0","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Not in labour force","Females","25 to 54 years","Persons","249","thousands","3","v53040258","1.2.7.3.3","455.1","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Not in labour force","Females","55 years and over","Persons","249","thousands","3","v53040259","1.2.7.3.4","998.3","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v53040260","1.2.8.1.1","7.8","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Unemployment rate","Both sexes","15 to 24 years","Percentage","242","units","0","v53040261","1.2.8.1.2","16.8","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Unemployment rate","Both sexes","25 to 54 years","Percentage","242","units","0","v53040262","1.2.8.1.3","7.5","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Unemployment rate","Both sexes","55 years and over","Percentage","242","units","0","v53040263","1.2.8.1.4","6.2","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Unemployment rate","Males","15 years and over","Percentage","242","units","0","v53040264","1.2.8.2.1","7.4","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Unemployment rate","Males","15 to 24 years","Percentage","242","units","0","v53040265","1.2.8.2.2","18.2","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Unemployment rate","Males","25 to 54 years","Percentage","242","units","0","v53040266","1.2.8.2.3","6.7","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Unemployment rate","Males","55 years and over","Percentage","242","units","0","v53040267","1.2.8.2.4","6.5","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v53040268","1.2.8.3.1","8.3","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Unemployment rate","Females","15 to 24 years","Percentage","242","units","0","v53040269","1.2.8.3.2","15.4","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Unemployment rate","Females","25 to 54 years","Percentage","242","units","0","v53040270","1.2.8.3.3","8.3","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Unemployment rate","Females","55 years and over","Percentage","242","units","0","v53040271","1.2.8.3.4","5.8","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v53040272","1.2.9.1.1","61.4","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Participation rate","Both sexes","15 to 24 years","Percentage","242","units","0","v53040273","1.2.9.1.2","54.2","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Participation rate","Both sexes","25 to 54 years","Percentage","242","units","0","v53040274","1.2.9.1.3","82.5","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Participation rate","Both sexes","55 years and over","Percentage","242","units","0","v53040275","1.2.9.1.4","35.1","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Participation rate","Males","15 years and over","Percentage","242","units","0","v53040276","1.2.9.2.1","67.7","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Participation rate","Males","15 to 24 years","Percentage","242","units","0","v53040277","1.2.9.2.2","54.5","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Participation rate","Males","25 to 54 years","Percentage","242","units","0","v53040278","1.2.9.2.3","90.0","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Participation rate","Males","55 years and over","Percentage","242","units","0","v53040279","1.2.9.2.4","41.3","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Participation rate","Females","15 years and over","Percentage","242","units","0","v53040280","1.2.9.3.1","55.7","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Participation rate","Females","15 to 24 years","Percentage","242","units","0","v53040281","1.2.9.3.2","53.8","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Participation rate","Females","25 to 54 years","Percentage","242","units","0","v53040282","1.2.9.3.3","75.8","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Participation rate","Females","55 years and over","Percentage","242","units","0","v53040283","1.2.9.3.4","29.4","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Employment rate","Both sexes","15 years and over","Percentage","242","units","0","v53040284","1.2.10.1.1","56.6","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Employment rate","Both sexes","15 to 24 years","Percentage","242","units","0","v53040285","1.2.10.1.2","45.1","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Employment rate","Both sexes","25 to 54 years","Percentage","242","units","0","v53040286","1.2.10.1.3","76.4","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Employment rate","Both sexes","55 years and over","Percentage","242","units","0","v53040287","1.2.10.1.4","32.9","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Employment rate","Males","15 years and over","Percentage","242","units","0","v53040288","1.2.10.2.1","62.7","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Employment rate","Males","15 to 24 years","Percentage","242","units","0","v53040289","1.2.10.2.2","44.6","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Employment rate","Males","25 to 54 years","Percentage","242","units","0","v53040290","1.2.10.2.3","84.0","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Employment rate","Males","55 years and over","Percentage","242","units","0","v53040291","1.2.10.2.4","38.6","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Employment rate","Females","15 years and over","Percentage","242","units","0","v53040292","1.2.10.3.1","51.1","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Employment rate","Females","15 to 24 years","Percentage","242","units","0","v53040293","1.2.10.3.2","45.6","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Employment rate","Females","25 to 54 years","Percentage","242","units","0","v53040294","1.2.10.3.3","69.5","","","","1"
"2014","Canada","2016A000011124","Landed immigrants","Employment rate","Females","55 years and over","Percentage","242","units","0","v53040295","1.2.10.3.4","27.7","","","","1"
"2014","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","Both sexes","15 years and over","Persons","249","thousands","3","v53040296","1.3.1.1.1","897.4","","","","1"
"2014","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","Both sexes","15 to 24 years","Persons","249","thousands","3","v53040297","1.3.1.1.2","152.9","","","","1"
"2014","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","Both sexes","25 to 54 years","Persons","249","thousands","3","v53040298","1.3.1.1.3","660.8","","","","1"
"2014","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","Both sexes","55 years and over","Persons","249","thousands","3","v53040299","1.3.1.1.4","83.7","","","","1"
"2014","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","Males","15 years and over","Persons","249","thousands","3","v53040300","1.3.1.2.1","441.8","","","","1"
"2014","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","Males","15 to 24 years","Persons","249","thousands","3","v53040301","1.3.1.2.2","76.6","","","","1"
"2014","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","Males","25 to 54 years","Persons","249","thousands","3","v53040302","1.3.1.2.3","327.9","","","","1"
"2014","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","Males","55 years and over","Persons","249","thousands","3","v53040303","1.3.1.2.4","37.3","","","","1"
"2014","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","Females","15 years and over","Persons","249","thousands","3","v53040304","1.3.1.3.1","455.7","","","","1"
"2014","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","Females","15 to 24 years","Persons","249","thousands","3","v53040305","1.3.1.3.2","76.3","","","","1"
"2014","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","Females","25 to 54 years","Persons","249","thousands","3","v53040306","1.3.1.3.3","332.9","","","","1"
"2014","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","Females","55 years and over","Persons","249","thousands","3","v53040307","1.3.1.3.4","46.4","","","","1"
"2014","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v53040308","1.3.2.1.1","595.6","","","","1"
"2014","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Labour force","Both sexes","15 to 24 years","Persons","249","thousands","3","v53040309","1.3.2.1.2","74.1","","","","1"
"2014","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Labour force","Both sexes","25 to 54 years","Persons","249","thousands","3","v53040310","1.3.2.1.3","493.0","","","","1"
"2014","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Labour force","Both sexes","55 years and over","Persons","249","thousands","3","v53040311","1.3.2.1.4","28.5","","","","1"
"2014","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Labour force","Males","15 years and over","Persons","249","thousands","3","v53040312","1.3.2.2.1","337.6","","","","1"
"2014","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Labour force","Males","15 to 24 years","Persons","249","thousands","3","v53040313","1.3.2.2.2","39.5","","","","1"
"2014","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Labour force","Males","25 to 54 years","Persons","249","thousands","3","v53040314","1.3.2.2.3","281.9","","","","1"
"2014","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Labour force","Males","55 years and over","Persons","249","thousands","3","v53040315","1.3.2.2.4","16.2","","","","1"
"2014","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Labour force","Females","15 years and over","Persons","249","thousands","3","v53040316","1.3.2.3.1","258.0","","","","1"
"2014","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Labour force","Females","15 to 24 years","Persons","249","thousands","3","v53040317","1.3.2.3.2","34.6","","","","1"
"2014","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Labour force","Females","25 to 54 years","Persons","249","thousands","3","v53040318","1.3.2.3.3","211.1","","","","1"
